3025,27/11/2020,"Who is your 2020 hero?","2020-12-08 12:21:11","2020-12-08 12:36:37",2CD,KS1,5,"Mrs Charles",Waimea,"Marcus Rashford","Kate Middleton, Duchess of Cambridge","Boris Johnson","Captain Tom Moore","Joe Wicks",0,0,0,0,0
3025,27/11/2020,"Who is your 2020 hero?","2020-12-08 14:42:12","2020-12-08 15:02:19",2R,KS1,4,"Miss Rajan","Miss Rajan","Marcus Rashford","Kate Middleton, Duchess of Cambridge","Boris Johnson","Captain Tom Moore","Joe Wicks",0,0,2,1,1
3025,27/11/2020,"Who is your 2020 hero?","2020-12-10 14:34:23","2020-12-10 14:40:50",1A,KS1,11,MM,JC,"Marcus Rashford","Kate Middleton, Duchess of Cambridge","Boris Johnson","Captain Tom Moore","Joe Wicks",2,0,4,0,5
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-26 09:15:23","2020-11-26 09:24:23",3F,KS1,15,Charlie,"Miss Fall","Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",5,0,3,4,3
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-24 13:28:13","2020-11-24 13:54:41",4C,KS1,14,"Miss Clinton",Minaal,"Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",3,0,1,2,8
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-26 14:44:05","2020-11-26 14:56:42",5B,KS1,15,imaan,imaan,"Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",5,0,3,5,2
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-23 14:50:45","2020-11-23 15:03:44",5N,KS1,14,ps,ps,"Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",4,0,7,2,1
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-18 12:49:30","2020-11-18 12:54:49",6W,KS1,7,Haadia,"Mrs Wallace","Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",3,0,2,1,1
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-20 14:48:11","2020-11-20 14:53:05",6C,KS1,10,Amy,Amy,"Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",4,0,4,2,0
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-27 10:25:26","2020-11-27 10:37:19",5MP,KS1,14,lucy,lucy,"Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",0,0,5,3,6
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-24 11:32:02","2020-11-24 11:38:29",4AB,KS1,14,"A G","A G","Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",5,0,3,4,2
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-23 09:44:55","2020-11-23 09:55:24",4SB,KS1,15,SA,SB,"Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",5,0,1,3,6
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-26 14:26:08","2020-11-26 14:43:09",3N,KS1,14,"Musa Tapadar","Musa Tapadar","Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",1,0,3,4,6
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-25 13:51:56","2020-11-25 14:32:50",3C,KS1,8,Lenish,Lenish,"Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",3,0,1,3,1
2928,12/11/2020,"If you could bake a cake for ANYONE this week who would you give it to?","2020-11-18 15:00:41","2020-11-18 15:11:58",1G,KS1,6,"Miss Grant","Miss Grant","Doctors and Nurses","Refuse Collectors","Parents or Carers",Teachers,"My Best Friend",0,0,0,2,4
2828,21/10/2020,"What makes you happy at school? ?","2020-11-05 10:35:22","2020-11-05 10:53:08",3F,KS1,4,Charlie,"Miss Fall","Seeing friends","Learning new things",Playtimes,"Your teacher",2,2,0,0
2828,21/10/2020,"What makes you happy at school? ?","2020-11-10 12:54:50","2020-11-10 13:44:51",4C,KS1,15,"Minaal Kalwar","Miss Clinton","Seeing friends","Learning new things",Playtimes,"Your teacher",5,1,5,4
2828,21/10/2020,"What makes you happy at school? ?","2020-11-05 13:54:40","2020-11-05 14:02:24",5B,KS1,1,imaan,imaan,"Seeing friends","Learning new things",Playtimes,"Your teacher",0,0,0,0
2828,21/10/2020,"What makes you happy at school? ?","2020-11-02 07:37:07","2020-11-02 15:12:09",5N,KS1,6,ps,ps,"Seeing friends","Learning new things",Playtimes,"Your teacher",2,0,2,2
2828,21/10/2020,"What makes you happy at school? ?","2020-11-06 14:27:11","2020-11-06 14:31:26",6W,KS1,7,Haadia,"Mrs Wallace","Seeing friends","Learning new things",Playtimes,"Your teacher",6,0,1,0
2828,21/10/2020,"What makes you happy at school? ?","2020-11-04 07:29:34","2020-11-04 14:51:25",6C,KS1,14,Amy,Amy,"Seeing friends","Learning new things",Playtimes,"Your teacher",9,0,0,5
2828,21/10/2020,"What makes you happy at school? ?","2020-11-11 12:15:25","2020-11-11 12:16:00",SC,KS1,1,5b,5b,"Seeing friends","Learning new things",Playtimes,"Your teacher",1,0,0,0
2828,21/10/2020,"What makes you happy at school? ?","2020-11-04 13:24:07","2020-11-04 14:09:12",6M,KS1,12,Sabah,Iman,"Seeing friends","Learning new things",Playtimes,"Your teacher",8,1,3,0
2828,21/10/2020,"What makes you happy at school? ?","2020-11-06 08:23:54","2020-11-06 10:46:08",5MP,KS1,14,lucy,lucy,"Seeing friends","Learning new things",Playtimes,"Your teacher",13,0,1,0
2828,21/10/2020,"What makes you happy at school? ?","2020-11-12 08:14:41","2020-11-12 09:19:48",4AB,KS1,15,"A G","A G","Seeing friends","Learning new things",Playtimes,"Your teacher",4,7,3,1
2828,21/10/2020,"What makes you happy at school? ?","2020-11-03 11:29:59","2020-11-03 11:47:46",4SB,KS1,15,sa,sa,"Seeing friends","Learning new things",Playtimes,"Your teacher",9,3,3,0
2828,21/10/2020,"What makes you happy at school? ?","2020-11-05 14:36:23","2020-11-05 14:54:49",3N,KS1,13,"Musa Tapadar","Musa Tapadar","Seeing friends","Learning new things",Playtimes,"Your teacher",6,1,3,3
2828,21/10/2020,"What makes you happy at school? ?","2020-11-12 09:17:40","2020-11-12 09:43:14",3C,KS1,8,Lenish,Lenish,"Seeing friends","Learning new things",Playtimes,"Your teacher",1,0,4,3
